AccountOID,ConsumptionDate,Consumption
150462,2019-02-17,0.359
13155,2020-02-08,0.092
175989,2020-08-21,0.000
135191,2019-09-12,0.754
9953,2020-07-23,0.429
248917,2019-03-16,24.243
253208,2019-02-09,0.430
139515,2019-02-19,0.469
250574,2020-10-21,1.092
254538,2021-03-21,0.672
269416,2019-08-02,0.462
252287,2021-03-08,0.475
245375,2019-11-12,0.490
32383,2020-08-31,0.000
248917,2020-08-07,12.144
29102,2019-08-21,1.052
33447,2020-08-10,0.936
54212,2020-10-02,1.011
262835,2020-06-27,4.462
24294,2019-02-19,0.433
262929,2020-03-23,1.160
249397,2020-06-10,51.454
9953,2020-07-29,0.261
65583,2019-07-03,1.555
184099,2019-02-15,0.129
250022,2019-07-25,721.700
716,2020-03-31,0.361
274411,2019-09-18,0.230
255086,2021-03-03,0.086
44788,2019-12-30,0.968
250855,2020-06-16,0.932
56988,2020-11-18,0.000
256502,2020-11-25,0.000
848,2020-11-12,0.275
244424,2019-02-18,0.070
175989,2019-12-09,0.000
260221,2020-07-11,0.340
260726,2019-01-01,0.002
135605,2020-10-16,0.704
123533,2019-03-06,0.313
151213,2021-03-12,0.087
65583,2019-05-12,6.281
256946,2019-09-30,30.300
256969,2019-05-31,0.364
249397,2019-11-18,11.126
245344,2021-03-02,0.032
20681,2020-06-23,0.448
97105,2020-08-24,0.378
187989,2019-03-18,0.180
255456,2021-03-20,1.693
13155,2020-08-24,0.225
2809,2020-10-22,0.530
244899,2020-10-16,1.756
6557,2019-06-06,0.256
248098,2020-08-14,0.425
44788,2019-06-08,0.468
251229,2019-06-18,2.660
107431,2021-01-25,56.347
257402,2021-02-26,2.270
6564,2019-07-31,1.312
184099,2019-09-08,0.244
37309,2020-08-14,1.337
250387,2020-12-23,0.779
256508,2019-06-06,0.000
150462,2019-04-09,0.594
151213,2021-01-20,0.029
29330,2019-05-07,1.111
269752,2020-08-28,0.421
136482,2019-02-28,0.560
247568,2019-03-05,0.873
135191,2020-02-11,0.690
246516,2020-05-26,0.000
255813,2020-02-29,10.595
246516,2019-04-13,0.000
13942,2019-02-23,1.241
250199,2020-08-10,4.566
13964,2020-11-05,1.376
131327,2020-05-19,0.589
6562,2019-07-02,0.064
263528,2020-03-04,1.601
13636,2019-11-30,1.194
179630,2021-02-03,0.000
262835,2019-12-11,4.874
20342,2021-01-30,1.627
248098,2019-05-17,0.222
262929,2020-12-05,1.487
13942,2019-04-15,2.643
269752,2019-05-28,0.358
245314,2020-03-21,0.000
54212,2020-03-17,0.910
44788,2019-06-15,0.384
256972,2020-12-12,0.040
86661,2021-03-14,0.556
122982,2020-08-31,7.920
20753,2019-06-30,0.275
256969,2019-04-10,0.320
865,2019-06-18,0.069
190642,2019-09-23,0.233
248128,2020-01-04,32.877
268752,2019-08-24,1.631
256609,2020-08-10,1.113
44135,2020-03-13,1.131
248365,2020-03-28,0.130
13537,2020-11-29,1.871
274411,2021-02-08,0.152
20681,2020-04-27,0.103
249860,2020-04-16,1.722
256970,2021-02-14,0.111
246272,2019-08-07,1.298
62776,2020-01-23,0.233
33804,2019-12-05,0.751
259030,2020-06-26,0.057
264909,2020-12-04,0.130
249951,2020-11-19,0.363
136213,2019-05-04,4.307
144822,2020-12-06,0.281
20681,2019-02-25,0.094
20550,2019-01-04,0.064
248696,2019-04-23,0.059
6564,2020-09-07,0.191
9953,2020-09-18,0.555
256655,2020-03-25,0.000
255456,2020-09-02,0.507
131327,2020-07-04,0.317
6562,2019-03-16,0.140
4910,2019-08-23,2.837
55005,2019-08-29,0.571
20753,2018-12-07,0.364
20550,2020-05-28,1.196
244899,2020-12-07,0.800
249943,2019-11-24,31.410
42923,2021-02-01,1.718
16129,2019-06-19,0.688
250022,2020-02-08,1058.200
256609,2020-01-24,0.586
144822,2020-03-24,0.396
250020,2020-06-05,520.200
175989,2019-05-24,0.000
8621,2019-07-22,1.571
250175,2020-12-21,2.950
272294,2020-03-02,0.177
283681,2020-05-18,2.738
42923,2019-10-31,0.905
150462,2018-12-22,0.326
55005,2019-07-09,0.851
247568,2020-04-12,0.000
250202,2020-10-25,2.622
181113,2019-10-04,0.000
20550,2020-04-06,0.493
13784,2020-07-13,1.006
44135,2020-01-22,1.261
255254,2019-03-11,0.800
33447,2021-03-03,1.051
9493,2020-11-02,0.640
257172,2020-05-24,0.170
76953,2021-03-01,0.352
34770,2020-09-28,0.506
250095,2020-09-11,0.620
251229,2020-04-24,1.920
253208,2021-01-17,0.915
256655,2020-05-15,0.000
256084,2020-05-04,0.566
74697,2020-04-15,0.766
268752,2019-07-04,1.901
37309,2020-05-16,22.542
250781,2020-03-11,0.035
272294,2020-04-22,0.293
139516,2019-01-07,48.845
245332,2020-10-04,0.000
150462,2020-05-21,0.192
263528,2020-11-08,1.651
250175,2020-07-27,3.520
151568,2020-09-19,3.765
55005,2019-07-02,0.826
256969,2019-02-18,0.322
17592,2020-01-11,0.046
256972,2020-12-05,0.070
17194,2019-06-07,1.416
250022,2019-06-03,477.400
256969,2019-10-26,3.209
136212,2020-11-03,2.685
39681,2020-04-15,0.397
5479,2019-06-10,
261517,2020-02-20,0.000
144822,2020-11-29,0.200
252287,2020-06-25,0.709
256970,2020-12-25,0.215
29330,2020-06-11,0.923
269089,2020-06-08,0.679
107431,2021-03-17,60.745
248098,2020-01-28,6.944
256972,2020-10-15,0.090
7087,2020-07-27,0.000
17592,2019-06-26,0.073
13024,2020-07-16,0.000
255813,2020-09-14,0.013
6564,2020-10-28,0.119
9953,2019-11-16,0.616
39681,2020-02-24,0.325
20681,2019-04-17,0.353
76953,2020-08-14,0.192
256946,2020-01-05,17.910
250567,2020-11-07,7.634
76953,2019-07-10,0.904
256947,2021-02-06,12.540
135191,2019-11-02,0.886
139515,2019-02-18,0.486
248224,2020-07-27,3.731
256969,2019-09-05,0.943
252388,2019-08-19,113.303
264909,2020-03-23,0.080
16129,2019-06-12,0.469
244858,2020-04-10,0.000
261206,2020-03-03,0.859
245302,2019-12-16,3.436
258102,2020-06-26,75.331
139517,2019-12-28,66.641
13537,2019-11-26,1.371
187271,2020-12-04,0.935
74697,2020-06-05,0.780
250095,2020-02-25,1.846
249897,2019-06-06,306.890
136213,2019-06-24,3.939
137018,2020-06-30,0.226
247389,2020-11-05,0.620
8621,2020-12-07,1.483
20342,2019-04-07,1.032
115301,2020-11-23,2.114
255456,2021-01-28,0.623
6547,2020-03-20,0.000
262929,2019-08-27,0.841
4910,2020-01-18,2.754
248098,2021-03-11,0.592
250255,2020-05-19,1.878
245332,2020-08-14,0.000
190642,2021-01-01,0.776
136482,2020-05-31,0.742
244391,2019-11-11,1.646
247389,2020-06-07,0.002
139516,2019-11-02,57.365
264909,2020-10-14,0.280
250004,2019-07-13,1.020
17194,2019-08-04,1.521
33447,2018-12-19,0.922
6547,2020-10-05,0.492
29102,2020-11-22,1.278
20681,2019-12-01,0.279
246516,2019-01-02,0.051
85008,2019-07-31,3.079
245515,2020-07-24,3.105
256156,2020-06-14,1.740
56988,2021-01-08,0.000
256969,2021-01-27,0.115
46157,2020-12-25,0.002
264362,2020-11-06,0.841
8621,2019-06-01,1.678
12857,2020-08-27,2.454
250022,2021-03-22,580.900
29102,2021-03-24,1.530
247000,2020-01-23,1.554
72238,2019-07-04,0.242
264909,2019-07-17,3.140
245028,2020-11-23,3.837
245375,2019-04-24,0.400
283681,2019-10-28,2.650
97302,2020-07-05,0.182
190642,2020-06-10,0.500
69500,2020-11-18,0.634
246272,2020-11-08,0.007
16581,2019-01-27,0.946
250197,2020-11-02,3.606
264909,2020-02-01,0.050
29102,2019-07-01,1.092
798,2020-06-19,0.386
245883,2019-11-15,1.134
249860,2019-09-24,2.727
128194,2020-11-17,0.322
245317,2020-12-22,0.142
20681,2019-10-11,0.349
244858,2020-02-12,2.577
256502,2021-01-15,0.000
244424,2019-04-10,1.730
33804,2020-06-20,1.258
11741,2019-10-30,1.434
244424,2020-07-11,0.490
9953,2021-02-13,0.353
256969,2019-12-16,0.941
9953,2019-04-21,0.143
33804,2019-03-30,0.553
139514,2019-01-06,0.572
107142,2019-06-19,0.314
253374,2021-01-07,0.207
267585,2020-11-02,1.385
150462,2019-04-16,0.428
20681,2019-08-21,0.274
267585,2019-12-27,10.566
257225,2020-09-09,0.260
37358,2019-02-09,0.556
1004,2019-05-09,0.735
251229,2020-09-19,0.060
263567,2020-02-09,8.490
112490,2019-11-02,0.321
269089,2020-12-24,0.730
245105,2019-09-18,7.280
716,2019-05-25,0.152
250004,2019-09-02,17.330
251881,2020-09-28,0.889
152526,2020-03-25,0.000
268752,2020-05-06,0.712
865,2019-04-28,0.375
247000,2020-06-19,1.508
13636,2020-09-20,1.474
250004,2021-01-20,99.000
248696,2020-01-01,0.018
144822,2018-12-22,0.452
178474,2020-12-01,0.102
32383,2020-09-07,0.000
29401,2019-01-11,1.782
54212,2020-11-29,0.776
137018,2020-08-20,0.221
39681,2019-09-29,0.301
256502,2020-11-18,0.000
32383,2020-10-28,0.000
6507,2020-02-04,0.463
151213,2019-10-13,0.237
175989,2021-01-15,0.000
256156,2019-09-27,1.770
55005,2020-11-19,0.831
67113,2019-06-09,0.000
268752,2020-11-21,0.912
250781,2020-03-18,0.053
1004,2018-12-12,0.303
261986,2019-06-26,1.650
71392,2020-02-18,4.672
139516,2020-05-19,56.770
37309,2020-08-21,1.258
246272,2019-09-27,1.263
865,2020-09-25,0.421
250282,2020-11-24,1.002
44788,2019-04-18,0.689
179922,2020-09-06,0.329
107142,2021-01-06,0.361
136213,2019-11-19,4.317
106646,2020-03-03,0.139
20342,2019-10-22,1.817
136482,2020-12-16,0.573
139515,2020-05-22,0.817
246596,2019-09-10,0.732
128194,2021-01-07,0.316
128194,2020-03-02,0.728
258102,2020-03-21,0.000
245958,2020-06-21,3.670
13537,2021-02-27,1.101
136212,2020-04-12,1.820
74697,2020-02-24,0.904
262259,2020-09-22,0.828
248917,2019-10-11,15.718
255829,2020-09-08,0.653
85008,2020-02-14,0.726
46157,2019-11-24,1.027
112490,2020-12-14,0.061
16129,2020-07-24,0.650
267585,2020-07-23,10.906
245028,2021-01-20,2.827
246272,2018-12-07,4.677
254525,2020-02-25,0.023
29330,2020-09-21,0.839
144822,2020-02-02,0.371
248224,2020-06-06,1.634
236489,2020-09-24,0.403
250197,2020-04-17,5.404
150462,2019-07-15,0.146
65583,2021-02-28,0.451
115301,2020-05-02,1.668
20753,2020-08-04,0.276
264362,2021-01-03,0.723
179922,2019-06-09,0.441
263528,2020-11-09,1.662
29102,2020-01-16,1.115
254812,2020-03-18,0.425
262259,2020-09-15,0.716
1004,2020-08-10,0.525
13942,2020-07-23,1.900
1004,2020-03-15,0.519
256970,2020-07-27,0.000
252287,2019-05-14,0.316
256084,2020-06-24,1.775
44135,2020-10-08,1.184
261517,2020-11-06,0.000
108293,2020-05-16,0.084
97302,2021-01-26,0.158
250197,2020-09-12,5.018
29401,2020-10-30,2.044
32053,2020-03-04,195.722
261100,2020-06-12,0.699
20550,2019-09-21,0.656
268752,2020-04-30,1.033
250855,2021-01-05,0.813
56796,2021-01-11,1.158
10481,2019-05-06,0.889
245317,2020-12-18,0.000
260283,2021-03-12,0.488
175989,2020-06-24,0.000
251881,2019-11-25,1.363
256156,2019-05-03,3.980
190642,2021-02-21,0.649
277704,2020-06-14,0.037
123533,2019-03-07,0.226
250022,2020-10-25,159.800
249397,2020-11-08,3.656
798,2019-10-07,1.131
244858,2018-12-13,2.964
267585,2021-02-07,0.812
9493,2021-03-22,1.074
262835,2019-10-21,3.959
246066,2020-11-27,15.600
250097,2019-05-14,2.735
69500,2020-08-08,0.014
108293,2020-08-14,0.553
256924,2020-04-12,0.925
246629,2020-06-29,1.608
250255,2020-03-28,0.515
184099,2020-03-25,0.496
245344,2020-05-07,0.018
252287,2021-01-16,0.537
251704,2020-06-17,7.216
67113,2020-09-06,0.000
4910,2019-07-03,1.927
255813,2020-11-04,5.994
267585,2020-12-30,1.146
246066,2020-12-04,14.520
72055,2020-10-18,0.335
40839,2019-10-04,0.329
69500,2020-04-27,0.742
150998,2020-12-01,0.954
256508,2020-04-07,0.000
244424,2019-05-31,0.830
249971,2018-12-15,6.050
44788,2020-07-20,1.022
7038,2019-07-03,0.964
259030,2020-03-28,0.082
151568,2020-11-04,4.447
261986,2020-04-22,0.417
248098,2020-08-18,0.335
250175,2021-02-10,4.040
107142,2019-08-15,0.166
244899,2019-09-05,1.554
249660,2020-01-25,1.121
269752,2020-08-29,0.863
6562,2021-01-08,0.256
32383,2019-07-21,0.000
15898,2020-12-18,1.224
269752,2020-02-12,0.256
150462,2020-12-06,0.369
249897,2019-08-03,29.713
39681,2020-06-05,0.500
76953,2019-07-03,0.118
245375,2020-01-02,0.503
13636,2020-09-24,1.173
255829,2020-09-14,0.779
248696,2020-09-02,0.015
245332,2020-08-13,0.000
245314,2019-12-10,0.000
29330,2019-04-30,0.946
256972,2019-09-03,0.330
256084,2020-11-19,0.222
13636,2020-02-28,1.441
107142,2020-03-01,0.149
33447,2019-07-06,0.494
139514,2020-12-09,1.759
248917,2021-03-04,7.287
254695,2020-09-25,2.287
249897,2019-12-29,21.746
54212,2020-06-22,1.512
97302,2019-10-19,1.272
249971,2020-01-27,555.000
6547,2020-11-25,0.561
123533,2020-06-14,0.290
6547,2020-03-14,0.000
175989,2019-05-20,0.000
179922,2019-12-25,0.503
269084,2021-03-24,1.439
102613,2019-11-21,0.000
20681,2021-02-28,0.280
10065,2020-09-24,10.196
107431,2019-12-14,36.906
20041,2020-04-26,0.547
97302,2021-01-20,0.164
263623,2020-07-30,21.920
123533,2020-06-07,0.596
261100,2020-07-07,0.625
257225,2019-12-23,0.280
5479,2019-11-04,0.552
12857,2021-03-14,1.990
49043,2019-04-07,1.469
256156,2020-12-29,4.430
250255,2020-12-03,5.015
6564,2020-08-31,0.304
283681,2020-12-02,3.186
251704,2019-08-27,4.442
261616,2020-02-15,5.100
250175,2019-04-25,5.810
250781,2019-08-26,0.032
250567,2019-08-07,6.247
29401,2020-04-14,1.873
106646,2021-02-19,0.103
34770,2019-03-23,1.795
248917,2019-08-14,17.942
272294,2019-06-26,0.260
245515,2020-07-17,3.061
20041,2020-11-17,0.212
80569,2021-02-03,0.549
269416,2020-05-29,0.747
17194,2020-04-13,1.600
252287,2019-12-05,0.321
17980,2020-04-12,0.891
262645,2021-02-12,0.565
259030,2019-10-20,0.158
42923,2021-03-24,1.268
249943,2020-01-09,26.690
7038,2020-01-25,0.321
256502,2020-05-04,0.000
256084,2021-01-09,0.370
9493,2020-02-19,0.000
32383,2020-09-01,0.000
20342,2019-10-29,2.065
250567,2019-03-12,6.275
283681,2020-12-09,2.359
5479,2021-02-05,0.302
102613,2020-12-29,0.000
248098,2019-07-07,0.120
256156,2021-01-05,3.270
254812,2020-01-27,0.887
252969,2021-02-27,6.288
263528,2020-04-24,1.600
262835,2020-05-06,2.793
62776,2021-01-03,0.851
184099,2019-02-22,0.153
13537,2021-03-06,0.903
21106,2020-10-12,0.037
250197,2019-08-01,4.882
187271,2020-01-31,0.799
250282,2020-01-21,5.920
175989,2020-02-04,0.000
268752,2020-11-25,0.823
244905,2020-03-14,1.217
58197,2021-01-24,0.465
269752,2019-07-18,0.347
256502,2020-11-19,0.000
250202,2019-07-24,2.088
245883,2020-09-09,1.189
6562,2020-06-23,0.157
249943,2019-08-14,32.420
132516,2020-07-20,0.558
21106,2020-03-27,0.000
250197,2020-09-05,4.291
20550,2019-11-11,0.790
62776,2020-06-18,6.844
29401,2019-03-10,2.296
262835,2020-10-07,4.670
250387,2020-06-08,1.325
260417,2020-08-21,0.849
249897,2020-02-18,28.065
256156,2019-03-13,2.340
246066,2020-05-13,14.180
255813,2019-04-29,1.138
246516,2020-04-05,0.000
115301,2021-01-13,1.582
142606,2020-01-23,1.522
245515,2020-05-27,2.458
71392,2019-08-04,0.942
181113,2020-12-04,0.000
55005,2020-05-05,0.806
256919,2020-12-15,0.071
67113,2019-12-31,0.000
136212,2020-04-19,1.159
256959,2020-11-06,1.390
249897,2020-09-14,29.626
132516,2020-01-03,0.153
171301,2020-08-23,0.928
283681,2020-08-24,2.718
3941,2020-03-31,0.000
5493,2021-01-13,0.002
253208,2019-07-10,1.411
137018,2019-07-10,1.045
249897,2019-09-22,40.014
256969,2019-09-09,0.408
256971,2020-03-08,0.349
247568,2019-03-01,0.824
58197,2019-06-02,0.391
42923,2019-07-26,0.960
136212,2020-04-08,1.721
263623,2020-03-04,8.880
251704,2020-01-14,0.618
848,2020-08-07,0.108
20753,2020-06-15,0.536
254538,2020-03-29,0.580
20041,2020-06-19,0.324
244899,2021-01-22,0.601
150462,2020-02-09,0.354
72055,2019-11-07,0.347
248098,2019-10-23,0.861
256502,2019-05-14,0.000
54212,2021-03-02,0.753
245028,2020-03-25,4.213
139516,2021-03-15,52.347
264909,2019-05-27,0.220
256766,2019-05-20,21.702
49043,2021-01-30,1.699
245105,2019-02-21,4.760
29401,2019-04-19,1.916
10481,2020-08-06,1.009
112490,2019-04-18,0.455
11741,2020-05-23,1.988
69535,2020-03-10,0.928
65583,2021-03-07,0.410
798,2020-04-29,0.758
260185,2019-08-11,5.559
262462,2020-01-20,1.310
263528,2020-06-14,1.395
865,2020-03-04,0.093
102613,2020-06-13,0.000
245105,2020-02-25,6.470
13942,2019-12-31,0.744
115301,2019-03-21,1.536
97105,2020-03-30,0.689
16581,2020-09-25,0.549
13942,2019-06-05,1.046
54212,2020-01-26,0.648
246516,2020-02-14,0.000
37358,2019-02-16,0.229
246629,2021-01-20,1.388
17980,2019-08-03,0.313
44135,2020-11-28,1.044
248098,2019-07-14,0.122
250199,2020-11-15,5.674
29401,2020-06-04,1.546
252388,2021-02-24,129.140
277704,2019-11-18,0.178
6507,2020-08-20,0.000
137018,2019-05-20,0.365
3592,2019-06-28,0.000
20681,2020-06-17,0.110
250567,2020-04-23,5.248
262929,2020-11-28,0.840
259030,2021-01-17,0.081
247568,2020-09-10,0.555
32053,2020-04-24,105.112
33447,2020-08-17,1.672
244858,2019-09-18,4.423
139515,2020-05-29,0.524
264909,2020-03-29,0.000
249951,2020-03-04,3.999
250195,2021-03-21,4.366
150462,2021-02-02,0.549
97105,2020-02-08,0.685
16581,2020-03-10,0.182
246516,2020-08-31,0.000
3592,2019-08-18,0.000
131327,2020-08-24,0.000
250567,2019-09-27,6.674
17980,2019-02-04,1.001
865,2020-09-19,0.507
187271,2020-06-27,0.740
254695,2020-11-15,0.235
254812,2019-07-02,3.809
249397,2020-01-15,40.392
135605,2021-03-12,1.440
249951,2020-06-14,0.012
116228,2020-03-29,0.633
264909,2020-10-18,0.080
246032,2019-08-27,0.887
57653,2019-10-10,0.544
256766,2020-06-14,1.009
798,2021-02-23,0.651
260221,2020-04-04,0.300
250436,2021-02-28,91.900
255254,2020-11-10,0.200
44135,2020-02-02,0.866
107142,2020-06-16,0.268
256766,2020-06-21,0.928
250202,2021-01-30,2.008
245317,2021-02-07,0.147
20681,2019-11-27,0.280
272294,2019-03-11,0.329
5493,2019-03-31,0.000
55005,2019-03-24,0.443
68102,2020-09-04,0.315
248098,2020-11-24,0.263
254695,2020-08-05,2.637
187271,2020-06-28,0.704
248917,2020-03-06,16.687
274411,2020-09-08,0.135
56988,2021-01-04,0.000
245515,2020-09-12,0.221
261206,2019-08-06,1.289
21106,2020-10-13,0.044
97302,2019-12-16,0.291
255456,2021-02-01,0.269
13155,2020-05-15,0.101
128194,2020-06-12,0.787
865,2019-11-25,0.360
13784,2020-10-18,0.681
139515,2019-09-16,0.301
256972,2020-07-07,0.070
175989,2020-07-12,0.000
131327,2019-07-13,1.054
249971,2021-03-09,600.000
187271,2019-03-30,0.226
267585,2021-02-18,3.965
13155,2020-07-15,0.205
249971,2020-05-03,400.000
80569,2021-01-30,0.480
5479,2019-05-30,0.449
139515,2020-08-28,1.028
32383,2019-11-05,0.500
259866,2020-12-13,0.901
175989,2020-05-15,0.000
248098,2019-08-23,3.003
72055,2019-09-07,0.354
16581,2020-06-26,0.463
37358,2020-12-05,0.007
260726,2019-02-16,0.001
190642,2020-11-05,0.510
255086,2020-03-18,0.145
264362,2020-06-17,1.156
13024,2021-02-11,0.083
272294,2020-09-27,0.203
245105,2019-04-23,4.940
112490,2019-06-04,0.094
13537,2020-06-22,1.195
187989,2020-01-15,0.336
136212,2020-06-08,1.423
16129,2020-10-29,0.363
123533,2020-12-29,0.381
37302,2020-06-05,0.056
260726,2020-05-20,0.042
848,2020-09-27,0.503
245375,2019-04-17,0.429
20753,2020-04-25,0.410
246066,2020-10-07,2.910
256946,2020-06-01,2.290
248696,2020-02-15,0.026
179922,2019-09-15,0.460
175989,2020-05-05,0.000
798,2021-01-03,0.537
244680,2019-03-03,64.018
253177,2020-08-23,0.016
62776,,0.421
142606,2021-03-02,1.441
33804,2020-05-11,0.540
124089,2020-06-01,0.347
171301,2020-02-07,0.734
54212,2019-10-11,0.006
248696,2019-09-21,0.010
6562,2020-03-13,0.080
56988,2021-02-27,0.000
86661,2020-03-22,0.235
236489,2021-02-20,0.000
37309,2021-03-13,31.921
97302,2019-12-09,0.241
244680,2019-05-03,5.348
184099,2019-05-24,1.109
256508,2018-12-29,0.000
20550,2020-11-02,0.404
283681,2019-07-23,3.486
124089,2020-02-10,0.201
139516,2021-03-22,48.586
9493,2021-02-10,0.007
248224,2020-11-02,3.765
245302,2018-12-23,0.718
245344,2020-01-20,0.021
252388,2019-05-03,416.460
255456,2020-12-09,0.506
249897,2019-09-29,43.315
8621,2020-07-12,1.117
245314,2019-10-21,0.160
258102,2020-05-10,0.095
74697,2019-11-09,0.789
6557,2018-12-29,0.160
33447,2019-10-21,0.936
151568,2020-06-10,6.069
251229,2019-11-23,0.060
190642,2020-09-15,0.438
254525,2020-06-01,0.000
3941,2020-04-07,0.000
16129,2021-02-18,0.350
13155,2021-03-21,0.017
62776,2020-03-10,0.529
255456,2019-09-12,0.499
256655,2020-10-22,0.000
267585,2020-12-19,0.878
246596,2020-07-07,0.563
245375,2019-06-07,0.661
246272,2020-07-30,0.568
249397,2020-04-24,4.860
106646,2019-11-22,0.287
46157,2020-09-25,1.018
256946,2020-09-21,3.780
135191,2019-07-27,0.602
97302,2020-07-01,0.203
247000,2020-03-13,1.514
250387,2020-09-06,1.271
262835,2020-12-02,4.298
10481,2021-02-22,0.906
115301,2019-01-30,1.279
49043,2020-07-16,2.055
256972,2020-05-15,0.020
8621,2019-12-27,1.338
261206,2019-10-06,0.955
124089,2021-02-12,0.384
37358,2019-07-17,0.044
251229,2021-02-24,1.780
9953,2019-09-26,0.318
245883,2020-10-31,0.806
20884,2020-02-04,0.028
190642,2019-08-14,1.920
260185,2021-02-27,2.082
256609,2021-01-15,1.416
258924,2020-01-20,3.437
798,2020-01-22,0.404
273259,2020-10-28,0.104
20884,2019-07-19,0.677
256156,2020-11-09,2.820
44788,2019-01-08,1.034
263528,2019-03-14,1.298
262835,2019-07-06,4.998
251881,2019-12-02,1.251
253208,2020-08-11,1.014
4910,2019-10-02,3.615
263528,2021-02-24,1.401
16129,2019-09-27,0.310
6507,2020-03-21,0.000
13942,2019-02-27,1.830
69500,2021-02-27,0.745
13636,2020-06-14,1.111
250252,2020-10-01,20.000
256872,2020-06-22,1.073
142606,2020-08-09,1.287
115301,2021-01-12,1.634
250781,2020-06-26,0.160
136212,2020-06-01,2.410
256766,2019-05-13,26.994
248696,2019-07-29,0.015
67113,2020-10-27,0.057
42923,2020-08-27,0.690
268752,2020-08-15,1.163
20753,2019-05-14,0.146
251881,2020-12-27,0.606
244424,2019-09-15,0.690
32383,2020-10-17,0.000
137018,2018-12-22,0.333
8621,2019-10-27,1.094
17592,2020-04-22,0.179
256947,2020-10-31,18.940
2809,2021-03-22,0.510
76953,2020-11-20,0.248
